,Decidua,Decidua,Decidua,Decidua,Decidua,Decidua,Decidua,Decidua,SI,SI,SI,SI,SI,SI,SI,SI,LI,LI,LI,SIMeconium,SIMeconium,SIMeconium,SIMeconium,SIMeconium,SIMeconium,SIMeconium,SIMeconium,SIMeconium,SIMeconium,SIMeconium,LIMeconium,LIMeconium,LIMeconium,LIMeconium,LIMeconium,LIMeconium,LIMeconium,LIMeconium,Villi,Villi,Villi,Villi,Villi,Villi,Villi,Villi,Villi,Villi,Villi
MFCD01320532,22.01101741,21.73890005,22.05332186,21.7236974,21.63995851,21.76941484,22.13366381,21.05073345,22.26817342,22.51734068,21.55576395,19.74295554,20.23692575,19.4148682,20.26615139,21.19607572,23.16166733,21.59124759,22.64313311,19.15924914,21.00959271,19.00543869,19.3463999,20.38197885,18.98921025,20.14778255,19.71615204,20.02152762,20.31389302,20.6179325,21.07728719,20.61047665,20.20392982,19.5193389,18.51159229,20.18713679,19.64552093,20.84613191,20.34267846,20.52026861,20.51769509,21.52168832,21.93009348,22.01882869,20.75708123,23.24148822,21.51075181,21.57014473,21.38891457
MFCD03411991,18.29582234,18.26951556,18.23242849,18.17719559,18.09580982,18.26313595,18.59338538,17.891203,22.16962896,18.10196241,17.83091569,18.99187413,17.50403917,17.63477461,18.12008723,18.38406565,17.85113315,17.68475477,18.54826241,17.91582884,18.93434252,17.69573562,17.88044826,18.87682771,18.54503606,18.81352016,17.7408314,18.36070983,22.51734068,18.37011634,21.23414896,17.91182448,18.10196241,18.29195773,20.20392982,17.65832847,17.43638867,17.62835802,19.52822263,21.93009348,22.11899955,18.02921212,18.92286051,19.89091266,21.86775234,20.86369081,18.38406565,18.12008723,17.81250584
MFCD22416941,27.45600488,27.59649023,27.59649023,27.61543964,27.33303631,27.31996137,26.88290644,27.11909414,23.24148822,24.27598987,23.89223029,21.01230561,25.08171538,24.37178648,23.43076753,25.32919766,25.74215688,23.13178877,24.82593402,23.64983373,22.40751779,22.23189413,22.09815922,23.3421907,20.63101056,19.60019527,20.6922712,20.09435705,19.0678647,22.138223,18.94541958,19.39660619,23.50598507,20.76645042,21.58033325,18.98921025,21.37503973,24.05181082,26.87077456,25.91963861,26.7951109,26.98879095,27.15016305,27.28877204,26.40669292,26.331853,28.14253219,27.716681,28.19682969
MI5550000,19.74586458,19.31314501,19.74802296,19.64552093,19.59606717,19.27817376,19.1649117,19.72966951,18.35238502,19.23813398,19.6281342,20.19447267,22.70326642,20.27609302,20.46367918,21.60766901,22.52669949,20.49469512,19.5193389,22.84683747,21.33573421,22.67922558,21.09342361,18.65183126,23.22357651,21.87983855,20.73368604,23.49093326,20.92016359,20.06738061,19.59301375,18.59058124,20.38532829,22.11899955,20.50586475,18.27847793,22.46669805,21.23975956,18.13615972,17.9998505,17.94668868,19.10723899,18.49246504,20.27985271,18.16617694,18.33221854,19.50298249,19.18069582,18.71709598
MM3670000,29.52086307,28.96258781,29.34788916,29.34788916,28.89838038,29.22515501,29.39284901,28.89838038,28.05654354,29.1165092,28.52943422,29.99419147,28.38530876,29.0381232,27.78280072,28.36603851,28.65089593,29.1165092,28.14253219,29.57384327,29.30314379,29.47622812,29.22515501,29.83258543,28.99796079,29.83258543,29.22515501,29.8849814,31.08610459,29.9444444,30.9975203,30.31311769,27.40349007,29.52086307,29.34788916,29.99419147,29.57384327,28.41278491,29.77894296,30.72144239,30.4630576,29.22515501,29.83258543,29.07177999,30.53138463,30.23802211,29.0381232,28.93440296,28.56601207
Monolaurin,24.99108545,24.69248037,25.48548613,24.97301107,23.97882627,24.64442259,24.4868514,25.44173328,24.97301107,23.19280034,21.66602133,21.410272,21.99197159,19.50298249,20.94098417,22.57846646,23.67218665,23.64983373,22.09815922,21.19321312,20.34889428,20.63673889,20.08069826,22.20417347,19.01410095,22.33269384,20.71615173,21.14602346,22.24641496,22.0036144,21.9761011,22.40420873,21.42444401,19.78349349,19.05305769,22.05332186,21.09661866,23.43986555,22.67189698,22.15883521,21.55163208,24.32406476,22.32000126,24.57861018,21.39974721,22.03730724,25.01031663,24.53531773,25.06713958
Moroctic acid,19.47333075,21.36528842,20.70338482,21.67551135,21.06555021,21.29141508,22.26393426,21.12737969,21.42204329,21.79499563,18.93434252,19.65366352,19.11364649,17.67273616,17.98848314,20.03102078,21.00959271,20.7429718,20.06470702,19.63489484,19.5432772,18.93805638,17.3977994,20.43142504,17.3155313,19.95977436,19.02646235,18.97943881,21.06863755,18.56022835,19.95703938,18.99889599,17.23210299,19.45719106,16.54223854,19.59606717,19.56237843,20.48759891,18.27208938,18.62722117,20.08608953,21.16725287,20.22790377,19.65889807,19.96534645,20.93436377,20.87481436,21.07990362,20.23391852
Morphine,24.69248037,24.18691041,21.44995068,23.43076753,25.03919295,20.38197885,22.9853815,24.19302899,17.88770393,24.39938369,20.07069347,19.98313466,22.41572272,22.77776478,23.48465821,22.01409994,26.13555035,23.34705529,24.42228901,20.33698901,24.11802844,18.65848941,21.38477818,22.45862627,23.21444535,21.15704191,21.0583769,21.25274228,21.06168122,19.86212104,19.94724689,21.93371006,18.96089359,23.61476841,18.23637893,18.88700033,20.38197885,22.50974422,23.54267965,21.96026547,21.60490656,21.55576395,22.80159491,20.55473575,21.30698018,19.84861692,23.52799161,22.78514558,24.58587053
MPBP,17.96713966,18.18799515,17.97781095,18.38772875,17.9861632,18.65533778,19.13527628,17.66795066,17.7691117,17.76474556,17.50728122,21.03885373,16.80232141,19.66777342,16.90587213,17.32066916,16.90025714,17.54649486,17.37678443,18.58067586,18.49615246,19.11703062,18.35852052,19.47756675,17.87302259,19.27817376,18.32666502,19.47071484,18.8074101,20.71989645,18.65183126,19.74802296,15.82185628,18.87190486,16.46384267,18.82801891,18.38772875,17.03633502,20.22790377,19.18686141,18.79063698,18.28878289,20.449611,17.54194301,19.8654973,20.48759891,18.09908467,18.02199008,17.86919959
musk ambrette,17.88044826,17.33438111,18.259861,18.32666502,22.16589113,17.9559103,17.54194301,20.02152762,22.43648044,17.38942294,17.73660966,16.63407205,17.60762338,16.68599917,16.86719424,16.83891151,16.96603488,17.37139599,16.79064559,17.32066916,17.10337361,17.6247265,16.79602436,16.77723849,17.17919433,16.82471722,17.85488187,16.90587213,17.00690444,16.72091961,17.68475477,16.96603488,18.39959746,17.49111498,18.45150553,17.23210299,16.88772751,17.58333032,17.0114489,17.64559945,17.84339083,20.29396488,18.96089359,19.03644613,16.91237565,19.11364649,21.40694588,17.47663424,17.31141671
Myristic acid,20.42336303,20.15515529,20.34267846,20.2255217,19.78589106,20.30616741,20.19740124,19.13527628,19.87160851,19.99564189,20.02475847,23.40780598,19.28526187,22.17425751,19.04969955,19.07201477,18.92286051,20.1287983,21.17468824,21.83866641,21.36842687,22.18745047,21.07323828,22.45533263,20.6922712,22.38525638,21.28375454,22.71651258,21.97174049,23.19699179,21.73890005,22.91831158,18.82318302,21.62840972,20.33141508,22.08166386,21.88311034,19.74586458,23.05612607,22.31597575,21.59124759,20.19031642,22.76362365,19.63489484,22.19248381,22.6553815,20.25887756,20.29396488,20.18408031
Myristicacid,18.58067586,17.15332615,17.21178625,19.42199433,18.00370808,17.32977035,20.77893298,18.56022835,20.10987628,17.59394668,17.45894356,16.15964801,18.7090502,18.02199008,16.57498096,18.04945291,16.7632174,17.10337361,17.21178625,16.83128581,17.11420103,17.68976754,16.70805496,16.88238237,16.8462812,16.68599917,17.97781095,16.35787214,16.61911523,16.48927472,17.71809044,16.62621856,18.21314748,17.59394668,19.27132956,17.19316762,16.44153687,17.47663424,16.74094374,16.53441572,19.37797073,17.71497589,16.7632174,17.04818262,16.95167888,16.71458531,18.18799515,20.02475847,16.97165051
Myristyl sulfate,23.36055628,23.19699179,23.41868716,23.03688761,22.65925107,23.35104295,23.15197859,22.15411249,22.69552611,22.87868824,21.86433775,28.05654354,21.87566525,26.34153643,20.92308734,22.21645807,22.48414125,22.48805423,21.7735357,25.76617477,25.28150313,26.46210084,25.51277149,26.24203963,24.76725312,26.3971658,25.37382923,26.7082757,23.14546465,26.92352359,22.82910085,26.72278697,21.06555021,25.49579957,21.59540031,26.12678557,25.7979914,22.0895859,26.42994304,22.96271859,22.49219522,23.14039598,26.42000989,23.34705529,23.06783107,26.68494124,22.68248467,23.51016803,22.63974153
Myxalamid A,20.38197885,20.13481434,20.40458447,20.41148433,19.98313466,20.17277129,20.32762995,19.326447,20.18408031,19.91132886,19.03644613,21.3961977,18.61713396,19.87460159,18.57784571,18.91888563,19.56237843,19.50995069,19.50008386,20.62091131,17.92371312,18.87682771,18.23637893,18.91888563,18.99889599,19.61541526,18.55186616,19.78065128,22.07864134,20.26962221,22.31162684,20.61391733,18.42307704,18.8589553,20.52026861,18.71495982,18.44266975,18.86774775,20.75708123,22.66783002,21.87983855,20.17842931,21.37848511,20.17842931,23.00405797,23.34705529,20.09754292,20.34025835,19.78882745
N_N-Dimethylsphing-4-enine,22.47560259,22.39023854,20.97536841,21.07728719,22.12252702,20.7376072,20.66982288,20.52631653,18.47900305,20.18408031,21.27549855,19.82898419,23.52799161,18.36374324,19.25715978,20.59401937,21.14602346,21.00058098,20.36826559,19.6281342,18.22474612,18.91888563,19.1021059,21.19321312,18.66943232,20.7135067,18.31947698,17.84339083,20.80692788,19.39970209,18.79538537,18.4986747,19.53368164,18.47018356,19.27473554,20.45219973,20.33141508,19.723998,21.01520482,20.32762995,20.01087082,22.86881111,20.11256848,21.45774705,20.63439782,20.37845754,20.64150294,22.06059615,20.82336587
N-(2_3-Dihydroxybenzoyl)-L-serine,25.03919295,27.25265737,26.25326062,28.93440296,27.93900852,27.00203985,26.9563322,28.26314316,21.0583769,27.52511257,28.38530876,26.32203151,28.05654354,27.09034412,27.52511257,27.54202948,27.15016305,28.52943422,26.92352359,25.98262958,26.3971658,22.73781714,26.15492072,25.93021477,22.55632039,25.9730829,24.12342604,25.36348377,24.41650593,25.87149936,21.76941484,22.95774475,23.76527801,20.17597135,20.56088522,21.06555021,26.26797282,24.28621768,27.716681,26.47533701,27.28877204,27.69635426,27.52511257,27.716681,27.43441383,27.01600091,28.26314316,28.19682969,28.80087317
"N-(2,6,10,14-Tetramethylpentadecanoyl)glycine",23.74919011,24.58587053,25.11946977,24.31095668,24.06667236,24.49972443,24.17454246,24.42960724,22.45862627,21.94675655,22.8907336,20.77255824,21.18274296,21.02545098,21.7236974,22.80159491,22.7329821,23.30412646,22.30524771,18.30905547,17.96967408,17.70751566,18.59338538,18.77144294,17.42488431,18.59338538,17.88044826,18.30509104,19.03025523,19.25443444,18.54251882,18.93805638,21.00677697,17.79639297,17.44035689,17.9348325,18.47303893,19.260331,22.00688999,21.15989407,21.82774928,24.17454246,22.05675089,23.46478319,21.49946783,21.36842687,24.99108545,24.66255248,25.02330748
N-(6-Aminohexanoyl)-6-aminohexanoate,21.32560623,20.92308734,20.87864781,21.00323592,20.82336587,21.36528842,22.04109286,20.76024233,24.87829061,20.47998738,23.6015957,27.11909414,21.53803598,25.8609503,22.61777515,22.41572272,20.76645042,21.0583769,19.93707034,25.61606992,25.219086,26.08811885,25.14514601,25.96651454,24.95451828,26.00609777,25.19700654,26.23149943,26.27727071,26.78120452,27.0593956,26.69527146,22.29014429,25.73205706,25.33887718,26.11418082,25.63203227,19.81932641,26.35234606,26.24203963,26.51335353,20.92308734,26.37342504,20.76024233,26.46210084,26.55955138,20.32762995,21.00058098,20.81745909
"N-[(5Z,8Z,11Z,14Z)-5,8,11,14-Icosatetraenoyl]serine",18.81352016,20.7429718,20.77255824,19.71389391,20.90307559,19.84861692,19.9919847,19.90795692,18.03571866,19.08278227,19.32215244,19.99961921,17.80500005,18.76026689,18.75233465,19.09588484,19.72689356,19.04633682,18.08344323,16.1730309,17.00690444,17.257265,16.81057148,18.05404651,17.56593314,17.48157253,17.49111498,16.55114245,16.07886796,17.24659226,15.62774059,15.87398779,18.33529315,18.28203318,18.44589512,15.87398779,16.62621856,16.65705109,19.69408082,18.99564301,18.53019704,20.83738784,19.90558327,20.23391852,19.16940818,19.40289958,21.11631301,20.89448076,21.53803598
N-[3-Carboxy-2-(carboxymethyl)-2-hydroxypropanoyl]glutamic acid,27.26556709,30.16857819,28.70239968,31.99236523,30.12285335,29.30314379,29.43140621,30.37811411,23.81720526,30.37811411,30.63833889,28.83323243,30.72144239,29.34788916,29.8849814,29.8849814,29.8849814,30.72144239,29.22515501,28.89838038,29.22515501,25.83975098,28.56601207,28.43872693,25.5489338,28.70239968,26.9563322,28.16823203,27.15016305,28.34175096,24.45788152,25.87149936,26.61837431,23.02131614,23.30008516,23.74919011,29.1165092,26.82497564,29.9444444,29.22515501,30.31311769,30.16857819,29.99419147,30.37811411,30.23802211,29.47622812,30.31311769,31.08610459,30.9975203
N-{3-[(4-Acetamidobutyl)amino]propyl}acetamide,19.81932641,20.54846109,22.78907418,21.79114061,22.97944031,20.81745909,19.98313466,20.53547781,27.82651738,22.96271859,23.11615906,21.29526068,22.80159491,21.91373123,22.31597575,23.41393176,23.3870803,23.60595959,23.11615906,20.71615173,20.2303425,20.01087082,20.52280302,20.6179325,19.74295554,21.53403702,19.96534645,19.5432772,20.53264599,20.21272937,18.66536745,17.85113315,21.22763907,19.26774869,20.49469512,17.85113315,20.67274039,22.41162542,22.15085121,20.15745835,19.99564189,20.49809139,20.50843755,20.38532829,20.88240022,19.93297249,22.55632039,21.55937738,23.18575593
N-Acetyl-ala-ala-ala-methylester,17.02227845,17.05379932,17.43227629,17.11420103,17.15332615,17.68056589,17.45894356,17.21178625,22.95207912,17.17919433,17.20732797,16.92563594,18.47303893,17.06522722,17.9998505,17.17003625,17.38041728,17.91182448,17.85865711,17.14425742,17.60762338,18.68144684,17.08384345,16.63407205,18.58067586,16.66528162,18.94875463,17.13118179,17.32066916,16.64937757,17.99544452,17.43227629,19.25715978,19.46337296,19.13900623,18.43860535,17.07515074,18.59058124,16.77027819,17.9861632,18.02199008,17.11420103,16.86719424,17.14425742,18.26951556,17.45894356,17.19724652,17.00155449,17.30691271
N-Acetyl-beta-D-galactosamine,21.15704191,20.43476427,21.40216885,21.52588026,22.23539477,20.96496955,24.01731013,21.24654555,25.13312802,21.73124539,24.62270274,20.24021641,22.18428512,21.27987001,22.91831158,20.84370593,22.07076089,22.03730724,21.69116927,23.96962175,25.01031663,20.97536841,24.74808211,20.13137092,23.74919011,20.71615173,24.7118834,19.06238381,20.15745835,19.50008386,19.53070916,19.58393213,25.23591336,23.85885246,25.10450453,25.02967854,20.41148433,20.91430554,19.52584968,19.41755663,19.59017442,20.70571591,19.8318071,24.65059357,19.82898419,19.33497247,22.25594865,21.1395018,21.29526068
N-Acetyl-D-sphingosine,23.39852985,22.49219522,23.53767383,22.41162542,22.09361144,22.41162542,22.83887103,22.90432744,24.57861018,22.63596148,23.45493968,21.11631301,21.89822291,21.32959885,22.24310025,22.93365595,23.93051513,23.42300573,24.46295892,20.57379408,20.53547781,20.39764461,21.46286031,22.20065034,20.73051014,21.79114061,20.94490957,20.48759891,20.97536841,23.23309777,21.32959885,20.7828544,20.50843755,20.26270812,20.63439782,20.71615173,20.40458447,22.93829907,21.42444401,21.09342361,21.01520482,22.43648044,21.81045121,22.9853815,21.83214103,21.6510226,22.92652199,22.79237362,23.11615906
N-Acetyl-L-2-amino-6-oxopimelate,23.64983373,23.64521859,23.375652,24.02647486,23.6015957,23.47406635,23.02131614,23.73011269,30.31311769,25.6843662,25.45075971,23.10052882,25.04701929,24.12844832,25.83326892,24.55607945,24.05181082,23.90412701,24.49370149,23.9143055,24.33019279,23.42663139,24.22203278,25.30673708,24.91904818,23.29539136,24.53531773,24.76213358,22.42421658,26.02250715,21.55576395,22.34445384,25.20369028,25.55903107,25.64050817,24.73845589,23.85885246,24.33987723,22.9708677,22.53179998,22.66783002,23.67218665,22.75206312,23.25656227,21.89113986,21.9761011,23.71269237,23.57521819,23.49093326
N-Acetyl-L-glutamate5-semialdehyde,16.46384267,15.93148233,16.35000424,15.99835816,16.44153687,16.48124134,16.52690678,16.60582606,18.77434017,16.86719424,17.58333032,20.98624218,17.81250584,19.69077685,18.40572869,17.27340967,16.21183391,15.93148233,16.74094374,18.26313595,18.28498123,17.78910692,18.10874348,18.09908467,19.09588484,18.00370808,18.03936281,19.66219949,22.29475022,20.75708123,21.79499563,17.98360305,18.2025533,18.09908467,18.57138462,17.73328149,18.51888224,16.70119873,19.63489484,23.00984932,22.67579964,15.98003614,19.75769939,16.14449153,23.53375481,22.05675089,15.96540768,15.82185628,15.99835816
N-Acetyl-L-histidine,26.88290644,26.08811885,26.98879095,21.97174049,19.260331,25.96651454,26.81151563,25.7979914,17.9861632,19.06518469,18.41630471,17.36679433,18.02921212,17.35769474,18.15464145,18.19887954,24.19302899,25.8609503,18.61233998,17.40261505,17.27969019,23.57056236,24.1120283,19.02369066,17.22872061,17.96341575,16.85329653,22.50468116,18.18464667,17.92728667,17.64040817,17.95314625,18.3133069,17.14425742,17.18787476,25.32131146,25.08777712,17.98848314,25.72093567,25.01031663,25.13928031,25.83975098,25.53321002,26.42000989,18.36737101,24.62926858,19.3326564,26.72278697,25.99068941
N-Acetyl-L-methionine,24.20516601,24.02276467,24.59854624,22.24641496,24.18691041,24.08822712,23.8213603,24.44618029,19.9438865,25.61606992,19.88853788,17.90836151,19.22890388,17.32977035,17.90289844,18.37011634,22.38174022,23.15662346,21.47253348,17.55891321,18.4986747,16.61421034,18.27208938,18.17719559,18.04945291,18.4986747,16.32928329,19.32475818,19.71389391,19.40289958,17.00690444,17.32439781,17.32977035,16.51722463,16.52690678,17.04818262,20.34025835,20.32517104,19.72966951,20.17842931,20.79685303,21.93009348,20.99033458,22.47147767,17.70751566,20.95637458,25.06713958,22.64313311,21.31809293
N-Acetylaspartylglutamicacid,23.49692541,23.51951102,22.97944031,24.47003867,23.286819,23.02741758,22.70630419,23.71269237,21.43872105,23.58226733,28.56601207,22.0036144,26.81151563,25.64050817,24.3036418,22.8506797,22.32000126,25.40063273,26.16221532,21.24285396,22.49219522,21.07990362,21.70578351,22.04109286,20.85996667,21.92634379,20.74036671,21.53403702,22.13366381,20.96496955,20.37123023,22.03730724,23.25656227,19.62439731,20.87481436,20.47791225,22.61777515,21.54370872,24.16752721,22.81966934,23.87989503,25.45883897,23.84831717,25.03919295,22.9708677,23.95358906,25.00310312,24.90436085,25.83975098
N-Acetylcadaverine,16.37067168,16.55114245,16.25978697,16.64937757,16.51722463,16.39053946,16.41201286,16.2948396,17.79639297,16.0151232,18.89310089,18.09580982,15.19549829,18.46756101,18.67533567,17.32977035,15.96540768,15.73452547,15.62774059,15.12137513,15.03995173,15.52101522,15.12137513,15.87398779,17.33438111,15.62774059,14.66087533,15.12137513,17.6175268,15.58725713,17.73328149,20.10728404,17.88345858,14.87261952,18.65183126,15.12137513,14.87261952,15.55627502,16.30747369,19.32215244,15.62774059,16.77723849,16.53441572,16.44153687,20.03354528,17.14004639,16.68599917,16.61421034,16.71458531
N-Acetylleucylleucine,19.32940029,19.18069582,19.31625266,19.27473554,19.65672408,19.33497247,19.42823678,19.56237843,21.85779761,19.31314501,18.53642251,21.33284566,19.5193389,20.17597135,18.79865474,18.35565986,18.99564301,18.74906059,18.87190486,19.93707034,18.96089359,19.4969308,19.10473706,20.43476427,19.97090692,20.09435705,19.91132886,20.47238349,24.2553129,21.25274228,25.151671,20.50586475,19.86830175,19.47071484,23.73011269,19.80647831,19.33497247,19.04633682,20.96496955,24.81067152,24.51199972,19.0678647,21.38477818,18.99564301,25.35656885,22.87426948,19.74802296,19.03310111,18.74305647
